Country,Region,Status,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Adult_mortality_cat,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,GDP_per_capita_cat,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Schooling_cat,Life_expectancy
Ireland,European Union,Developed,2008,3.8,4.4,73.6315,Bajo,12.18,95,86,27,93,93,0.07,48314,Alto,4.49,0.3,0.2,12,Alto,80.1
Ireland,European Union,Developed,2009,3.6,4.3,73.9955,Bajo,10.93,95,86,27.1,94,94,0.07,45386,Alto,4.54,0.3,0.2,12.1,Alto,80.2
Ireland,European Union,Developed,2010,3.5,4.2,68.771,Bajo,11.57,95,86,27.1,94,94,0.07,45932,Alto,4.56,0.3,0.2,12.2,Alto,80.7
Ireland,European Union,Developed,2011,3.5,4.1,68.994,Bajo,11.49,95,86,27.2,95,95,0.07,46221,Alto,4.58,0.3,0.2,10.9,Alto,80.7
Ireland,European Union,Developed,2012,3.4,4,67.3805,Bajo,11.38,95,86,27.2,95,95,0.07,46001,Alto,4.6,0.3,0.2,11.3,Alto,80.8
Ireland,European Union,Developed,2013,3.3,3.9,64.5655,Bajo,10.51,95,86,27.3,96,96,0.07,46339,Alto,4.62,0.3,0.2,11.8,Alto,80.9
Ireland,European Union,Developed,2014,3.3,3.8,62.447,Bajo,10.88,95,86,27.3,96,96,0.07,50010,Alto,4.66,0.3,0.2,12.3,Alto,81.3
Ireland,European Union,Developed,2015,3.2,3.7,61.0195,Bajo,10.81,95,86,27.4,95,95,0.07,62012,Alto,4.7,0.3,0.2,12.3,Alto,81.5
Israel,Middle East,Developed,2000,5.6,6.9,78.6545,Bajo,2.58,98,97,26.1,93,93,0.08,28748,Alto,6.29,1.1,1.1,12,Alto,79
Israel,Middle East,Developed,2001,5.4,6.6,76.0075,Bajo,2.83,96,97,26.2,93,92,0.08,28107,Alto,6.44,1.1,1.1,12.1,Alto,79.4
Israel,Middle East,Developed,2002,5.2,6.4,76.0535,Bajo,2.79,98,97,26.3,91,90,0.08,27493,Alto,6.57,1.1,1.1,12.1,Alto,79.5
Israel,Middle East,Developed,2003,4.9,6.1,72.394,Bajo,2.58,98,97,26.4,93,93,0.08,27311,Alto,6.69,1.1,1.1,12.2,Alto,79.6
Israel,Middle East,Developed,2004,4.7,5.8,69.781,Bajo,2.44,99,97,26.5,95,95,0.08,28151,Alto,6.81,1.1,1.1,12.2,Alto,80.1
Israel,Middle East,Developed,2005,4.5,5.6,69.3715,Bajo,2.46,96,96,26.6,95,93,0.08,28810,Alto,6.93,1.1,1.1,12.3,Alto,80.2
Israel,Middle East,Developed,2006,4.3,5.3,67.264,Bajo,2.3,96,96,26.6,94,95,0.08,29940,Alto,7.05,1.1,1.1,12.1,Alto,80.6
Israel,Middle East,Developed,2007,4.1,5.1,65.745,Bajo,2.46,99,90,26.7,95,95,0.08,31208,Alto,7.18,1.1,1.1,12.5,Alto,80.5
Israel,Middle East,Developed,2008,3.9,4.9,64.414,Bajo,2.59,99,91,26.8,94,94,0.08,31718,Alto,7.31,1.1,1.1,12.6,Alto,81
Israel,Middle East,Developed,2009,3.8,4.7,61.931,Bajo,2.67,98,92,26.9,96,96,0.08,31323,Alto,7.49,1.2,1.1,12.6,Alto,81.4
Israel,Middle East,Developed,2010,3.7,4.6,60.016,Bajo,2.78,97,93,26.9,95,95,0.08,32505,Alto,7.62,1.2,1.1,12.6,Alto,81.6
Israel,Middle East,Developed,2011,3.5,4.4,59.725,Bajo,2.81,98,87,27,94,94,0.08,33678,Alto,7.77,1.2,1.1,12.7,Alto,81.7
Israel,Middle East,Developed,2012,3.4,4.3,57.951,Bajo,2.89,97,89,27,94,94,0.08,33995,Alto,7.91,1.2,1.1,12.8,Alto,81.7
Israel,Middle East,Developed,2013,3.3,4.1,58.2,Bajo,2.9,97,95,27.1,96,96,0.08,34961,Alto,8.06,1.2,1.1,12.8,Alto,82.1
Israel,Middle East,Developed,2014,3.2,4,56.744,Bajo,2.71,97,96,27.2,95,95,0.08,35711,Alto,8.22,1.2,1.1,12.9,Alto,82.2
Israel,Middle East,Developed,2015,3.2,3.9,56.337,Bajo,2.74,96,97,27.2,95,95,0.08,35808,Alto,8.38,1.2,1.1,13,Alto,82.1
Italy,European Union,Developed,2000,4.7,5.6,76.0095,Bajo,9.78,94,83,25.4,97,87,0.1,32351,Alto,56.94,0.5,0.5,8.6,Medio,79.8
Italy,European Union,Developed,2001,4.5,5.3,74.622,Bajo,9.68,95,84,25.4,96,93,0.1,32964,Alto,56.97,0.5,0.5,8.7,Medio,80.1
Italy,European Union,Developed,2002,4.3,5,72.478,Bajo,9.25,95,84,25.5,96,93,0.09,32998,Alto,57.06,0.5,0.5,8.8,Medio,80.2
Italy,European Union,Developed,2003,4.1,4.8,70.0145,Bajo,9.3,95,83,25.5,97,96,0.09,32897,Alto,57.31,0.5,0.5,8.9,Medio,80
Italy,European Union,Developed,2004,3.9,4.6,65.986,Bajo,8.98,96,84,25.6,97,94,0.09,33150,Alto,57.69,0.5,0.5,9.1,Medio,80.8
Italy,European Union,Developed,2005,3.8,4.5,64.2915,Bajo,8.65,96,84,25.6,97,95,0.09,33258,Alto,57.97,0.5,0.5,9.2,Medio,80.8
Italy,European Union,Developed,2006,3.7,4.3,62.934,Bajo,8.44,96,83,25.6,97,96,0.09,33752,Alto,58.14,0.5,0.5,9.3,Medio,81.3
Italy,European Union,Developed,2007,3.6,4.2,61.3625,Bajo,8.37,97,84,25.7,97,97,0.08,34081,Alto,58.44,0.5,0.5,9.4,Medio,81.4
Italy,European Union,Developed,2008,3.5,4.1,60.1245,Bajo,7.96,96,83,25.7,96,96,0.08,33530,Alto,58.83,0.5,0.5,9.5,Medio,81.5
Italy,European Union,Developed,2009,3.4,4.1,59.186,Bajo,7.25,96,83,25.7,96,96,0.08,31615,Alto,59.1,0.5,0.5,9.6,Alto,81.6
Italy,European Union,Developed,2010,3.4,4,56.6155,Bajo,6.95,96,84,25.7,96,96,0.08,32058,Alto,59.28,0.5,0.5,9.7,Alto,82
Italy,European Union,Developed,2011,3.3,3.9,56.2325,Bajo,6.98,96,83,25.7,96,96,0.08,32229,Alto,59.38,0.5,0.5,9.8,Alto,82.2
Italy,European Union,Developed,2012,3.2,3.8,55.1645,Bajo,7.48,96,83,25.7,96,97,0.07,31185,Alto,59.54,0.5,0.6,9.9,Alto,82.2
Italy,European Union,Developed,2013,3.1,3.7,53.267,Bajo,7.35,96,84,25.6,96,96,0.07,30258,Alto,60.23,0.5,0.6,10.3,Alto,82.7
Italy,European Union,Developed,2014,3,3.6,51.776,Bajo,7.56,95,83,25.6,95,95,0.07,29980,Alto,60.79,0.6,0.6,10.1,Alto,83.1
Italy,European Union,Developed,2015,3,3.5,52.9595,Bajo,7.14,93,83,25.6,93,93,0.06,30242,Alto,60.73,0.6,0.6,10.2,Alto,82.5
Jamaica,Central America and Caribbean,Developing,2000,18.9,22.2,168.4155,Medio,3.77,98,96,25.5,95,93,0.87,4841,Medio,2.65,2,1.9,7.3,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2001,18.4,21.6,167.429,Medio,3.72,98,96,25.6,99,99,0.85,4870,Medio,2.67,2,1.8,7.5,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2002,18,21.1,166.4425,Medio,3.61,98,96,25.8,99,99,0.84,4934,Medio,2.69,2,1.8,7.7,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2003,17.6,20.7,162.465,Medio,3.43,98,95,25.9,99,96,0.83,5083,Medio,2.71,1.9,1.8,7.8,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2004,17.3,20.3,158.488,Medio,3.32,98,95,26.1,97,98,0.83,5121,Medio,2.73,1.9,1.8,8,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2005,17,19.9,154.5105,Medio,3.36,99,91,26.2,99,99,0.79,5138,Medio,2.74,1.9,1.7,8.1,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2006,16.7,19.6,150.5335,Medio,3.35,97,88,26.4,99,95,0.69,5260,Medio,2.75,1.9,1.7,8.3,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2007,16.5,19.2,146.556,Medio,3.31,92,84,26.5,94,92,0.67,5308,Medio,2.77,1.9,1.7,8.4,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2008,16.2,18.9,144.357,Medio,3.35,92,80,26.6,91,91,0.63,5240,Medio,2.78,1.9,1.7,8.6,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2009,15.8,18.5,142.157,Medio,3.24,90,78,26.8,90,90,0.62,4987,Medio,2.8,1.9,1.7,8.8,Medio,74.1
Jamaica,Central America and Caribbean,Developing,2010,15.4,18,139.9575,Medio,2.94,94,56,26.9,94,94,0.58,4889,Medio,2.81,1.8,1.7,8.9,Medio,74
Jamaica,Central America and Caribbean,Developing,2011,15.1,17.5,137.7585,Medio,2.99,92,60,27.1,93,92,0.57,4946,Medio,2.83,1.8,1.7,9,Medio,74
Jamaica,Central America and Caribbean,Developing,2012,14.6,17,135.5585,Medio,3.02,96,76,27.2,96,96,0.56,4888,Medio,2.84,1.8,1.7,9.2,Medio,74
Jamaica,Central America and Caribbean,Developing,2013,14.2,16.5,134.4545,Medio,3.16,93,71,27.4,86,93,0.54,4884,Medio,2.86,1.8,1.7,9.4,Medio,74
Jamaica,Central America and Caribbean,Developing,2014,13.8,16,133.3495,Medio,3.2,92,72,27.5,93,92,0.5,4890,Medio,2.88,1.8,1.7,9.6,Alto,74
Jamaica,Central America and Caribbean,Developing,2015,13.4,15.5,132.2455,Medio,3.27,91,83,27.6,91,91,0.47,4908,Medio,2.89,1.8,1.7,9.6,Alto,74.1
Japan,Asia,Developed,2000,3.3,4.5,72.954,Bajo,7.96,83,86,22.5,98,85,0.17,31431,Alto,126.84,1.6,1.4,10.7,Alto,81.1
Japan,Asia,Developed,2001,3.1,4.3,71.4415,Bajo,8.01,83,86,22.5,81,95,0.17,31476,Alto,127.15,1.7,1.4,10.8,Alto,81.4
Japan,Asia,Developed,2002,3,4.1,70.123,Bajo,7.86,83,86,22.5,89,96,0.17,31416,Alto,127.45,1.7,1.4,10.9,Alto,81.6
Japan,Asia,Developed,2003,2.9,4,70.306,Bajo,7.82,83,86,22.5,97,97,0.17,31830,Alto,127.72,1.7,1.4,11,Alto,81.8
Japan,Asia,Developed,2004,2.8,3.9,68.9285,Bajo,7.69,83,87,22.6,97,99,0.17,32515,Alto,127.76,1.7,1.4,11.1,Alto,82
Japan,Asia,Developed,2005,2.8,3.7,68.768,Bajo,7.98,83,84,22.6,95,98,0.17,33099,Alto,127.77,1.7,1.5,11.2,Alto,81.9
Japan,Asia,Developed,2006,2.7,3.6,66.533,Bajo,7.48,83,86,22.6,95,98,0.17,33532,Alto,127.85,1.7,1.5,11.2,Alto,82.3
Japan,Asia,Developed,2007,2.6,3.5,65.136,Bajo,7.28,83,89,22.6,97,98,0.17,33990,Alto,128,1.8,1.5,11.3,Alto,82.5
Japan,Asia,Developed,2008,2.5,3.4,64.0215,Bajo,7.06,83,78,22.6,98,98,0.17,33558,Alto,128.06,1.8,1.5,11.4,Alto,82.6
Japan,Asia,Developed,2009,2.4,3.3,63.037,Bajo,6.98,83,92,22.7,99,97,0.17,31651,Alto,128.05,1.8,1.6,11.4,Alto,82.9
Japan,Asia,Developed,2010,2.4,3.2,62.1335,Bajo,8.28,83,97,22.7,98,97,0.17,32942,Alto,128.07,1.9,1.6,11.5,Alto,82.8
Japan,Asia,Developed,2011,2.3,3.2,64.2585,Bajo,8.41,83,92,22.7,96,97,0.17,33011,Alto,127.83,1.9,1.6,11.8,Alto,82.6
Japan,Asia,Developed,2012,2.2,3,58.395,Bajo,8.5,83,92,22.7,99,97,0.17,33518,Alto,127.63,1.9,1.7,12,Alto,83.1
Japan,Asia,Developed,2013,2.1,2.9,57.102,Bajo,8.65,83,93,22.7,99,96,0.17,34240,Alto,127.45,2,1.7,12.2,Alto,83.3
Japan,Asia,Developed,2014,2.1,2.8,55.582,Bajo,8.4,83,94,22.7,99,96,0.17,34387,Alto,127.28,2,1.7,12.5,Alto,83.6
Japan,Asia,Developed,2015,2,2.7,53.586,Bajo,8.55,83,93,22.7,99,96,0.17,34961,Alto,127.14,2.1,1.8,12.5,Alto,83.8
Jordan,Middle East,Developing,2000,22.5,26.8,131.69,Medio,0.47,93,83,27.8,94,91,0.13,3588,Medio,5.12,4,4,9.5,Medio,71.7
Jordan,Middle East,Developing,2001,22,26.1,129.764,Medio,0.52,97,87,27.9,97,99,0.13,3708,Medio,5.22,4,3.9,9.6,Alto,71.9
Jordan,Middle East,Developing,2002,21.4,25.3,127.8375,Bajo,0.51,95,90,28,95,95,0.13,3849,Medio,5.32,3.9,3.9,9.6,Alto,72.1
Jordan,Middle East,Developing,2003,20.8,24.6,126.1305,Bajo,0.5,97,91,28,97,97,0.13,3923,Medio,5.43,3.9,3.9,9.7,Alto,72.3
Jordan,Middle East,Developing,2004,20.2,23.9,124.424,Bajo,0.5,95,98,28.1,95,95,0.13,4148,Medio,5.58,3.9,3.8,9.7,Alto,72.4
Jordan,Middle East,Developing,2005,19.7,23.2,122.7175,Bajo,0.51,95,92,28.2,95,95,0.13,4341,Medio,5.77,3.9,3.8,9.7,Alto,72.6
Jordan,Middle East,Developing,2006,19.2,22.5,121.011,Bajo,0.55,98,88,28.3,98,98,0.13,4516,Medio,5.99,3.9,3.8,9.8,Alto,72.8
Jordan,Middle East,Developing,2007,18.7,21.9,119.304,Bajo,0.56,98,97,28.3,98,98,0.13,4679,Medio,6.26,3.8,3.8,9.8,Alto,72.9
Jordan,Middle East,Developing,2008,18.1,21.3,118.1005,Bajo,0.58,97,90,28.4,98,97,0.13,4787,Medio,6.56,3.8,3.8,9.8,Alto,73.1
Jordan,Middle East,Developing,2009,17.6,20.7,116.897,Bajo,0.56,98,90,28.5,98,98,0.13,4782,Medio,6.89,3.8,3.8,9.9,Alto,73.3
Jordan,Middle East,Developing,2010,17.2,20.1,115.693,Bajo,0.46,98,95,28.5,98,98,0.13,4644,Medio,7.26,3.8,3.8,9.8,Alto,73.4
Jordan,Middle East,Developing,2011,16.7,19.5,114.4895,Bajo,0.38,98,95,28.6,98,98,0.13,4521,Medio,7.66,3.8,3.9,9.9,Alto,73.6
Jordan,Middle East,Developing,2012,16.2,19,113.2855,Bajo,0.36,98,96,28.7,98,98,0.13,4387,Medio,8.09,3.9,3.9,9.9,Alto,73.7
Jordan,Middle East,Developing,2013,15.8,18.4,112.171,Bajo,0.35,98,98,28.8,98,98,0.13,4275,Medio,8.52,3.9,3.9,9.9,Alto,73.9
Jordan,Middle East,Developing,2014,15.4,17.9,111.057,Bajo,0.35,98,98,28.8,98,98,0.13,4221,Medio,8.92,3.9,3.9,10.1,Alto,74
Jordan,Middle East,Developing,2015,15,17.5,109.942,Bajo,0.3,99,96,28.9,99,99,0.13,4164,Medio,9.27,4,4,10.3,Alto,74.1
Kazakhstan,Asia,Developing,2000,36.7,42.5,290.732,Alto,5.81,99,98,25.6,96,97,0.02,4446,Medio,14.88,2.7,2.7,10.5,Alto,65.5
Kazakhstan,Asia,Developing,2001,34.6,39.9,287.784,Alto,5.55,95,95,25.6,95,95,0.03,5055,Medio,14.86,2.6,2.7,10.7,Alto,65.8
Kazakhstan,Asia,Developing,2002,32.6,37.5,284.836,Alto,5.78,95,98,25.7,95,95,0.04,5551,Medio,14.86,2.6,2.6,11,Alto,66
Kazakhstan,Asia,Developing,2003,30.8,35.2,281.374,Alto,6.22,99,99,25.7,99,99,0.05,6046,Medio,14.91,2.5,2.6,11.2,Alto,65.7
Kazakhstan,Asia,Developing,2004,29,33.1,277.9125,Alto,6.23,99,99,25.7,99,82,0.06,6581,Medio,15.01,2.5,2.6,11.5,Alto,66.1
Kazakhstan,Asia,Developing,2005,27.3,31,274.4505,Alto,6.57,94,96,25.8,99,98,0.07,7155,Medio,15.15,2.4,2.5,11.7,Alto,65.9
Kazakhstan,Asia,Developing,2006,25.6,29,270.9885,Alto,6.76,99,99,25.8,99,99,0.08,7838,Medio,15.31,2.4,2.5,11.7,Alto,66.2
Kazakhstan,Asia,Developing,2007,23.8,26.8,267.527,Alto,3.99,94,99,25.9,94,93,0.09,8438,Medio,15.48,2.4,2.5,11.6,Alto,66.3
Kazakhstan,Asia,Developing,2008,21.9,24.7,257.3335,Alto,3.42,99,99,25.9,99,99,0.1,8555,Alto,15.78,2.4,2.5,11.5,Alto,67.1
Kazakhstan,Asia,Developing,2009,20,22.5,247.1405,Alto,3.16,99,99,26,99,98,0.11,8488,Alto,16.09,2.3,2.5,11.5,Alto,68.4
Kazakhstan,Asia,Developing,2010,18.2,20.4,236.9465,Alto,3.94,99,99,26,98,99,0.11,8979,Alto,16.32,2.3,2.5,11.4,Alto,68.5
Kazakhstan,Asia,Developing,2011,16.4,18.3,226.753,Alto,3.41,99,99,26.1,99,99,0.12,9507,Alto,16.56,2.3,2.5,11.5,Alto,68.7
Kazakhstan,Asia,Developing,2012,14.6,16.3,216.56,Alto,3.73,95,97,26.1,98,99,0.13,9824,Alto,16.79,2.4,2.5,11.5,Alto,69.5
Kazakhstan,Asia,Developing,2013,13,14.6,205.077,Medio,3.8,99,99,26.2,98,98,0.13,10264,Alto,17.04,2.4,2.5,11.6,Alto,70.6
Kazakhstan,Asia,Developing,2014,11.6,13,193.594,Medio,3.64,95,99,26.3,95,95,0.14,10539,Alto,17.29,2.4,2.5,11.7,Alto,71.4
Kazakhstan,Asia,Developing,2015,10.6,11.9,182.111,Medio,3.33,98,98,26.3,98,98,0.14,10511,Alto,17.54,2.4,2.5,11.7,Alto,72
Kenya,Africa,Developing,2000,59.9,98.5,480.3625,Alto,1.51,77,28,22,80,82,4.78,1146,Bajo,31.96,9.2,9.1,5.3,Bajo,50.9
Kenya,Africa,Developing,2001,57.8,94.2,484.2665,Alto,1.64,77,28,22.1,77,80,4.36,1157,Bajo,32.85,9,9,5.4,Bajo,51.1
Kenya,Africa,Developing,2002,55.5,89.8,488.1705,Alto,1.67,84,28,22.2,83,84,4.06,1132,Bajo,33.75,8.9,8.9,5.5,Bajo,51.6
Kenya,Africa,Developing,2003,53.2,85.4,459.654,Alto,1.5,73,28,22.2,75,73,3.71,1135,Bajo,34.68,8.8,8.8,5.6,Bajo,52.4
Kenya,Africa,Developing,2004,50.8,81,431.137,Alto,0.69,73,28,22.3,73,73,3.45,1160,Bajo,35.64,8.7,8.6,5.7,Bajo,53.5
Kenya,Africa,Developing,2005,48,76.3,402.62,Alto,0.88,76,28,22.4,70,76,3.19,1196,Bajo,36.62,8.6,8.5,5.8,Bajo,54.7
Kenya,Africa,Developing,2006,45.7,72,374.103,Alto,0.86,80,28,22.5,77,80,2.92,1239,Bajo,37.65,8.5,8.4,5.9,Bajo,56.1
Kenya,Africa,Developing,2007,43.7,68,345.5865,Alto,1.2,81,28,22.6,76,81,2.73,1287,Bajo,38.71,8.4,8.3,6,Bajo,57.5
Kenya,Africa,Developing,2008,41.4,63.5,324.2835,Alto,1.32,88,28,22.7,88,88,2.33,1255,Bajo,39.79,8.3,8.2,6,Bajo,58.8
Kenya,Africa,Developing,2009,40.4,59.9,302.9805,Alto,1.17,88,28,22.8,89,88,2.21,1261,Bajo,40.9,8.2,8.1,6.1,Bajo,59.9
Kenya,Africa,Developing,2010,39.3,57.4,281.6775,Alto,1.52,90,28,22.8,90,90,2.04,1326,Bajo,42.03,8.2,8,6.1,Bajo,61
Kenya,Africa,Developing,2011,38.5,55.5,260.375,Alto,1.47,96,28,22.9,97,96,1.8,1357,Bajo,43.18,8.1,7.9,6.2,Medio,61.9
Kenya,Africa,Developing,2012,38.2,54.1,239.072,Alto,1.49,94,28,23,94,94,1.69,1382,Bajo,44.34,8,7.8,6.2,Medio,62.7
Kenya,Africa,Developing,2013,37.4,52.3,233.9175,Alto,1.53,93,28,23.1,94,87,1.54,1397,Bajo,45.52,7.9,7.7,6.3,Medio,63.4
Kenya,Africa,Developing,2014,36.4,50.6,228.7625,Alto,1.45,92,28,23.2,93,92,1.36,1430,Bajo,46.7,7.8,7.7,6.3,Medio,64.1
Kenya,Africa,Developing,2015,35.2,48.9,223.608,Alto,1.65,89,28,23.3,83,89,1.15,1465,Bajo,47.88,7.8,7.6,6.3,Medio,64.8
Kiribati,Oceania,Developing,2000,51.7,68.1,222.442,Alto,0.56,90,35,28.7,90,90,0.17,1554,Bajo,0.08,0.2,0.2,6.8,Medio,63.1
Kiribati,Oceania,Developing,2001,50.7,66.6,219.7965,Alto,0.71,85,35,28.8,88,85,0.17,1506,Bajo,0.09,0.2,0.2,6.9,Medio,63.4
Kiribati,Oceania,Developing,2002,50,65.5,217.1505,Alto,0.51,79,35,28.9,96,77,0.17,1537,Bajo,0.09,0.2,0.2,7,Medio,63.7
Kiribati,Oceania,Developing,2003,49.5,64.8,215.9625,Alto,0.44,73,35,29,79,70,0.17,1541,Bajo,0.09,0.2,0.2,7.1,Medio,64
Kiribati,Oceania,Developing,2004,49.4,64.6,214.7745,Alto,0.49,67,34,29.1,61,62,0.17,1488,Bajo,0.09,0.2,0.2,7.2,Medio,64.2
Kiribati,Oceania,Developing,2005,49.4,64.7,213.586,Alto,0.61,50,35,29.2,74,79,0.17,1531,Bajo,0.09,0.2,0.2,7.3,Medio,64.5
Kiribati,Oceania,Developing,2006,49.7,65.1,212.398,Alto,0.69,88,35,29.3,86,86,0.17,1497,Bajo,0.09,0.2,0.1,7.4,Medio,64.7
Kiribati,Oceania,Developing,2007,50,65.5,211.21,Medio,0.55,96,32,29.3,93,94,0.17,1493,Bajo,0.1,0.2,0.1,7.5,Medio,65
Kiribati,Oceania,Developing,2008,50,65.6,209.8995,Medio,0.46,83,39,29.4,74,82,0.17,1429,Bajo,0.1,0.2,0.1,7.6,Medio,65.2
Kiribati,Oceania,Developing,2009,49.8,65.2,208.5885,Medio,0.54,86,35,29.5,84,86,0.17,1409,Bajo,0.1,0.1,0.1,7.8,Medio,65.5
Kiribati,Oceania,Developing,2010,49.3,64.4,207.2785,Medio,0.49,91,21,29.6,95,91,0.17,1366,Bajo,0.1,0.1,0.1,7.9,Medio,65.8
Kiribati,Oceania,Developing,2011,48.6,63.3,205.968,Medio,0.54,95,61,29.7,95,99,0.17,1366,Bajo,0.1,0.1,0.1,7.9,Medio,66.1
Kiribati,Oceania,Developing,2012,47.8,62.1,204.6575,Medio,0.38,94,80,29.7,92,94,0.17,1415,Bajo,0.11,0.1,0.1,7.9,Medio,66.4
Kiribati,Oceania,Developing,2013,46.8,60.8,202.588,Medio,0.73,95,84,29.8,91,95,0.17,1453,Bajo,0.11,0.1,0.1,7.9,Medio,66.7
Kiribati,Oceania,Developing,2014,45.8,59.2,200.5185,Medio,0.33,75,80,29.9,79,75,0.17,1417,Bajo,0.11,0.1,0.1,7.9,Medio,67
Kiribati,Oceania,Developing,2015,44.7,57.6,198.449,Medio,0.35,82,76,30,80,78,0.17,1535,Bajo,0.11,0.1,0.1,7.9,Medio,67.3
Kuwait,Middle East,Developing,2000,10.7,12.4,89.1345,Bajo,0.013,95,86,28.3,94,98,0.13,29952,Alto,2.05,3.2,3.1,6.2,Medio,73.1
Kuwait,Middle East,Developing,2001,10.5,12.2,88.2055,Bajo,0.013,99,86,28.4,99,99,0.13,29186,Alto,2.1,3.2,3,6.2,Medio,73.2
Kuwait,Middle East,Developing,2002,10.3,12,87.276,Bajo,0.011,99,84,28.4,99,99,0.13,29591,Alto,2.14,3.2,3,6.1,Bajo,73.3
Kuwait,Middle East,Developing,2003,10.1,11.8,85.484,Bajo,0.012,99,87,28.5,99,99,0.13,34322,Alto,2.16,3.2,3,6.1,Bajo,73.4
Kuwait,Middle East,Developing,2004,10,11.6,83.6915,Bajo,0.018,94,88,28.6,98,98,0.13,37169,Alto,2.2,3.2,3,6.1,Bajo,73.4
Kuwait,Middle East,Developing,2005,9.8,11.4,81.8995,Bajo,0.013,99,77,28.7,99,99,0.13,39850,Alto,2.27,3.2,3.1,5.8,Bajo,73.5
Kuwait,Middle East,Developing,2006,9.7,11.2,80.1065,Bajo,0.015,99,96,28.7,99,99,0.13,40977,Alto,2.37,3.2,3.1,6.2,Medio,73.7
Kuwait,Middle East,Developing,2007,9.5,11.1,78.3145,Bajo,0.029,99,90,28.8,99,99,0.13,41171,Alto,2.5,3.2,3.1,6.3,Medio,73.8
Kuwait,Middle East,Developing,2008,9.4,10.9,74.978,Bajo,0.032,99,86,28.9,99,99,0.13,39777,Alto,2.66,3.3,3.1,6.5,Medio,74
Kuwait,Middle East,Developing,2009,9.2,10.7,71.642,Bajo,0.1,99,94,29,99,99,0.13,34800,Alto,2.82,3.3,3.2,6.6,Medio,74.2
Kuwait,Middle East,Developing,2010,8.9,10.4,68.3055,Bajo,0,99,99,29,98,98,0.13,32035,Alto,2.99,3.3,3.2,6.8,Medio,74.4
Kuwait,Middle East,Developing,2011,8.5,10,64.969,Bajo,0,99,99,29.1,99,99,0.13,33167,Alto,3.17,3.3,3.2,7,Medio,74.6
Kuwait,Middle East,Developing,2012,8.2,9.6,61.6325,Bajo,0,98,99,29.2,98,98,0.13,33455,Alto,3.35,3.4,3.3,7.2,Medio,74.7
Kuwait,Middle East,Developing,2013,7.9,9.2,60.4675,Bajo,0,99,99,29.3,99,99,0.13,32136,Alto,3.53,3.4,3.3,6.7,Medio,74.9
Kuwait,Middle East,Developing,2014,7.7,8.9,59.3025,Bajo,0,96,86,29.4,94,95,0.13,30857,Alto,3.69,3.4,3.4,6.9,Medio,75
Kuwait,Middle East,Developing,2015,7.5,8.8,58.1365,Bajo,0,99,96,29.5,99,99,0.13,29870,Alto,3.84,3.5,3.4,7.1,Medio,75.1
Kyrgyz Republic,Asia,Developing,2000,42.5,49.8,223.7235,Alto,5.33,44,65,24.7,99,99,0.02,718,Bajo,4.9,3.6,3.6,9.8,Alto,68.6
Kyrgyz Republic,Asia,Developing,2001,40.6,47.4,223.721,Alto,5.7,57,65,24.8,99,99,0.03,749,Bajo,4.95,3.6,3.6,9.9,Alto,68.7
Kyrgyz Republic,Asia,Developing,2002,38.8,45.2,223.718,Alto,5.84,99,65,24.9,99,98,0.04,742,Bajo,4.99,3.5,3.5,10,Alto,68.2
Kyrgyz Republic,Asia,Developing,2003,37.1,43.1,223.222,Alto,6.35,99,65,25,98,98,0.06,786,Bajo,5.04,3.5,3.5,10,Alto,68.3
Kyrgyz Republic,Asia,Developing,2004,35.6,41.1,222.7265,Alto,6.65,99,65,25.1,98,99,0.08,831,Bajo,5.1,3.4,3.4,10.1,Alto,68.2
Kyrgyz Republic,Asia,Developing,2005,34.1,39.2,222.2305,Alto,6.52,97,65,25.2,98,98,0.1,821,Bajo,5.16,3.4,3.4,10.2,Alto,68
Kyrgyz Republic,Asia,Developing,2006,32.7,37.5,221.7345,Alto,6.78,90,65,25.4,93,92,0.13,837,Bajo,5.22,3.3,3.4,10.2,Alto,67.7
Kyrgyz Republic,Asia,Developing,2007,31.2,35.7,221.239,Alto,6.98,94,65,25.5,94,94,0.17,900,Bajo,5.27,3.3,3.4,10.3,Alto,67.9
Kyrgyz Republic,Asia,Developing,2008,29.6,33.7,213.764,Alto,7.29,97,65,25.6,95,95,0.21,966,Bajo,5.32,3.3,3.4,10.3,Alto,68.5
Kyrgyz Republic,Asia,Developing,2009,27.8,31.6,206.2885,Medio,5.98,96,65,25.7,96,95,0.21,982,Bajo,5.38,3.3,3.4,10.4,Alto,69.1
Kyrgyz Republic,Asia,Developing,2010,26.1,29.5,198.813,Medio,6.02,96,65,25.8,88,96,0.16,966,Bajo,5.45,3.2,3.3,10.6,Alto,69.3
